CharacterID,CharacterName,Description
12327,Terra Allaker,Terra Allaker is a loyal agent who works as a double agent.
12328,Kalila Kither,Kalila Kither is a cold-blooded assassin who seeks redemption for past mistakes.
12329,Reiko Maling,Reiko Maling is a stubborn ranger who hunts ancient relics.
12330,Ringo Blythe,Ringo Blythe is a mysterious strategist who researches forbidden magic.
12331,Alisha Pregal,Alisha Pregal is a stubborn assassin who hunts ancient relics.
12332,Georgine Warwick,Georgine Warwick is a reckless strategist who tries to keep the team together.
12333,Luisa Treadger,Luisa Treadger is a brilliant spy who tries to keep the team together.
12334,Elmer Shreenan,Elmer Shreenan is a charismatic spy who keeps breaking the rules.
12335,Benedict Leonida,Benedict Leonida is a brilliant captain who protects a forgotten city.
12336,Egan Wedgbrow,Egan Wedgbrow is a idealistic scout who seeks redemption for past mistakes.
12337,Kaleb Treadger,Kaleb Treadger is a wise healer who leads a rebel group in the shadows.
12338,Aurelia Wakely,Aurelia Wakely is a charismatic commander who guards an ancient artifact.
12339,Averil Jewers,Averil Jewers is a cunning inventor who leads a rebel group in the shadows.
12340,Pren Creelman,Pren Creelman is a mysterious healer who tries to keep the team together.
12341,Sergio Daynter,Sergio Daynter is a stubborn spy who is chased by powerful enemies.
12342,Nert Duham,Nert Duham is a stubborn alchemist who searches for a lost sibling.
12343,Piggy Delahunt,Piggy Delahunt is a ruthless warrior who owes a debt to a powerful clan.
12344,Raymund Twinning,Raymund Twinning is a charismatic hunter who owes a debt to a powerful clan.
12345,Eleanore Kersaw,Eleanore Kersaw is a cold-blooded strategist who is chased by powerful enemies.
12346,Raymund Gatley,Raymund Gatley is a fearless ranger who fights against corruption in the kingdom.
12347,Kienan Allaker,Kienan Allaker is a stubborn hunter who fights against corruption in the kingdom.
12348,Katharine Kilgrove,Katharine Kilgrove is a enigmatic spy who owes a debt to a powerful clan.
12349,Kirbie Makin,Kirbie Makin is a brilliant healer who searches for a lost sibling.
12350,Nathalia Strutz,Nathalia Strutz is a quiet spy who protects a forgotten city.
12351,Bucky Harcourt,Bucky Harcourt is a stubborn guardian who works as a double agent.
12352,Bill Lemery,Bill Lemery is a quiet strategist who tries to keep the team together.
12353,Rora Treadger,Rora Treadger is a reckless ranger who protects a forgotten city.
12354,Catharine Sabie,Catharine Sabie is a brilliant hunter who tries to keep the team together.
12355,Hadrian Deverson,Hadrian Deverson is a wise strategist who protects a forgotten city.
12356,Allin Pregal,Allin Pregal is a cold-blooded assassin who keeps breaking the rules.
12357,Gus Downham,Gus Downham is a enigmatic warrior who seeks redemption for past mistakes.
12358,Nilson Inglefield,Nilson Inglefield is a cold-blooded hunter who works as a double agent.
12359,Astra Cleator,Astra Cleator is a idealistic inventor who works as a double agent.
12360,Donetta Froom,Donetta Froom is a pragmatic mage who guards an ancient artifact.
12361,Dennet Heaton,Dennet Heaton is a quiet agent who owes a debt to a powerful clan.
12362,Piggy Shippam,Piggy Shippam is a cunning agent who leads a rebel group in the shadows.
12363,Amalle Fairrie,Amalle Fairrie is a pragmatic captain who is haunted by old memories.
12364,Nat Sabie,Nat Sabie is a reckless alchemist who searches for a lost sibling.
12365,Mikaela Blakeney,Mikaela Blakeney is a wise inventor who keeps breaking the rules.
12366,Arvy Kidby,Arvy Kidby is a cold-blooded inventor who leads a rebel group in the shadows.
12367,Katharine Vigne,Katharine Vigne is a enigmatic agent who fights against corruption in the kingdom.
12368,Selle Como,Selle Como is a charismatic alchemist who guards an ancient artifact.
12369,Deb Lea,Deb Lea is a loyal spy who is haunted by old memories.
12370,Cherianne Vigne,Cherianne Vigne is a enigmatic agent who works as a double agent.
12371,Taffy Dedam,Taffy Dedam is a fearless commander who keeps breaking the rules.
12372,Sonnie Keelan,Sonnie Keelan is a fearless agent who is chased by powerful enemies.
12373,Merrie Ellyatt,Merrie Ellyatt is a loyal agent who owes a debt to a powerful clan.
12374,Kim Ranby,Kim Ranby is a pragmatic warrior who tries to keep the team together.
12375,Misti Daynter,Misti Daynter is a quiet commander who searches for a lost sibling.
12376,Darcie Duham,Darcie Duham is a cunning alchemist who hunts ancient relics.
12377,Felic Nunson,Felic Nunson is a quiet assassin who researches forbidden magic.
12378,Chilton Shreenan,Chilton Shreenan is a pragmatic agent who hunts ancient relics.
12379,Dasya McNickle,Dasya McNickle is a fearless alchemist who keeps breaking the rules.
12380,Georgine Eagle,Georgine Eagle is a stubborn inventor who guards an ancient artifact.
12381,Krissy Bosdet,Krissy Bosdet is a enigmatic commander who searches for a lost sibling.
12382,Cassian Shreenan,Cassian Shreenan is a stubborn spy who researches forbidden magic.
12383,Cherianne Dummett,Cherianne Dummett is a loyal warrior who researches forbidden magic.
12384,Alvy Harcourt,Alvy Harcourt is a brilliant spy who is chased by powerful enemies.
12385,Nadeen McBrearty,Nadeen McBrearty is a brilliant warrior who fights against corruption in the kingdom.
12386,Merrily Fairrie,Merrily Fairrie is a brilliant commander who tries to keep the team together.
12387,Averil Dummett,Averil Dummett is a pragmatic spy who searches for a lost sibling.
12388,Ardella Como,Ardella Como is a reckless guardian who hunts ancient relics.
12389,Zorian Needs,Zorian Needs is a pragmatic commander who searches for a lost sibling.
12390,Kally Sidery,Kally Sidery is a loyal guardian who keeps breaking the rules.
12391,Jaclin Kilgrove,Jaclin Kilgrove is a fearless hunter who protects a forgotten city.
12392,Micaela Greatorex,Micaela Greatorex is a idealistic alchemist who guards an ancient artifact.
12393,Ave Blakeney,Ave Blakeney is a brilliant captain who seeks redemption for past mistakes.
12394,Donetta Lea,Donetta Lea is a cold-blooded spy who is haunted by old memories.
12395,Gisella Bradnam,Gisella Bradnam is a quiet alchemist who guards an ancient artifact.
12396,Lezlie Downham,Lezlie Downham is a pragmatic strategist who hunts ancient relics.
12397,Bond Blakeney,Bond Blakeney is a cunning inventor who works as a double agent.
12398,Jaclin Harcourt,Jaclin Harcourt is a mysterious alchemist who researches forbidden magic.
12399,Rora Lange,Rora Lange is a idealistic guardian who seeks redemption for past mistakes.
12400,Domini McNickle,Domini McNickle is a charismatic ranger who is haunted by old memories.
12401,Nappie Dedam,Nappie Dedam is a idealistic spy who leads a rebel group in the shadows.
12402,Bill Currum,Bill Currum is a stubborn warrior who guards an ancient artifact.
12403,Ermanno Delahunt,Ermanno Delahunt is a brilliant alchemist who hides a dangerous secret.
12404,Jessalin Lowrie,Jessalin Lowrie is a idealistic agent who hides a dangerous secret.
12405,Mari Como,Mari Como is a fearless hunter who seeks redemption for past mistakes.
12406,Adria Arthey,Adria Arthey is a idealistic captain who seeks redemption for past mistakes.
12407,Liam Sheilds,Liam Sheilds is a charismatic hunter who is chased by powerful enemies.
12408,Averil Doni,Averil Doni is a ruthless alchemist who protects a forgotten city.
12409,Eleanore Lemery,Eleanore Lemery is a idealistic alchemist who hunts ancient relics.
12410,Oralle Kubczak,Oralle Kubczak is a loyal assassin who protects a forgotten city.
12411,Domini McKeran,Domini McKeran is a pragmatic alchemist who protects a forgotten city.
12412,Bianka Dumblton,Bianka Dumblton is a ruthless warrior who seeks redemption for past mistakes.
12413,Bond Sabie,Bond Sabie is a loyal healer who owes a debt to a powerful clan.
12414,Nappie Wakely,Nappie Wakely is a stubborn guardian who keeps breaking the rules.
12415,Friederike Blythe,Friederike Blythe is a cunning warrior who is haunted by old memories.
12416,Bond Djordjevic,Bond Djordjevic is a reckless alchemist who is haunted by old memories.
12417,Connor Getcliff,Connor Getcliff is a stubborn commander who researches forbidden magic.
12418,Arvy Devonport,Arvy Devonport is a brilliant commander who owes a debt to a powerful clan.
12419,Kala Elkin,Kala Elkin is a idealistic inventor who works as a double agent.
12420,Alisha Makin,Alisha Makin is a ruthless ranger who protects a forgotten city.
12421,Merrill Keelan,Merrill Keelan is a enigmatic scout who researches forbidden magic.
12422,Kristina Tippin,Kristina Tippin is a wise hunter who is chased by powerful enemies.
12423,Nadeen Gleder,Nadeen Gleder is a mysterious ranger who fights against corruption in the kingdom.
12424,Ermanno Nunson,Ermanno Nunson is a idealistic commander who guards an ancient artifact.
12425,Alexina Dummett,Alexina Dummett is a charismatic guardian who searches for a lost sibling.
12426,Norrie Currum,Norrie Currum is a fearless inventor who is haunted by old memories.
12427,Preston Needs,Preston Needs is a mysterious scout who hunts ancient relics.
12428,Adelind Sabie,Adelind Sabie is a ruthless assassin who tries to keep the team together.
12429,Jaclin Dumblton,Jaclin Dumblton is a reckless ranger who researches forbidden magic.
12430,Darcie Nise,Darcie Nise is a idealistic hunter who leads a rebel group in the shadows.
12431,Logan Gooly,Logan Gooly is a mysterious ranger who fights against corruption in the kingdom.
12432,Rubin Elkin,Rubin Elkin is a fearless assassin who owes a debt to a powerful clan.
12433,Clementius Jewers,Clementius Jewers is a stubborn healer who is haunted by old memories.
12434,Nert Elkin,Nert Elkin is a cold-blooded mage who is chased by powerful enemies.
12435,Reiko Maryin,Reiko Maryin is a charismatic captain who fights against corruption in the kingdom.
12436,Dixie Lea,Dixie Lea is a pragmatic spy who is chased by powerful enemies.
12437,Odette Needs,Odette Needs is a cunning inventor who is haunted by old memories.
12438,Allin Ardy,Allin Ardy is a stubborn guardian who is haunted by old memories.
12439,Eleanore Wigg,Eleanore Wigg is a enigmatic healer who tries to keep the team together.
12440,Kim Dumblton,Kim Dumblton is a wise hunter who guards an ancient artifact.
12441,Merrill Arthey,Merrill Arthey is a wise guardian who hides a dangerous secret.
12442,Odette Kearton,Odette Kearton is a charismatic guardian who is haunted by old memories.
12443,Emily Diemer,Emily Diemer is a enigmatic alchemist who tries to keep the team together.
12444,Catharine Devonport,Catharine Devonport is a reckless scholar who fights against corruption in the kingdom.
12445,Alisha Wakely,Alisha Wakely is a fearless agent who keeps breaking the rules.
12446,Ringo Lea,Ringo Lea is a fearless scholar who guards an ancient artifact.
12447,Mari Currum,Mari Currum is a stubborn commander who tries to keep the team together.
12448,Audra Warwick,Audra Warwick is a brilliant alchemist who hides a dangerous secret.
12449,Arvy Froom,Arvy Froom is a quiet scout who is chased by powerful enemies.
12450,Dasya Blythe,Dasya Blythe is a stubborn healer who seeks redemption for past mistakes.
12451,Elmer Haill,Elmer Haill is a cunning captain who leads a rebel group in the shadows.
12452,Starlene Greatorex,Starlene Greatorex is a stubborn mage who leads a rebel group in the shadows.
12453,Ardelle Makin,Ardelle Makin is a loyal hunter who hides a dangerous secret.
12454,Luisa Como,Luisa Como is a quiet spy who is chased by powerful enemies.
12455,Luisa Paoli,Luisa Paoli is a reckless assassin who guards an ancient artifact.
12456,Nyssa Froggatt,Nyssa Froggatt is a pragmatic guardian who owes a debt to a powerful clan.
12457,Helga Sidery,Helga Sidery is a enigmatic scholar who tries to keep the team together.
12458,Kay Warwick,Kay Warwick is a charismatic assassin who hunts ancient relics.
12459,Eleanore Simonds,Eleanore Simonds is a brilliant strategist who keeps breaking the rules.
12460,Selle Kidby,Selle Kidby is a idealistic alchemist who searches for a lost sibling.
12461,Dela Revitt,Dela Revitt is a enigmatic scholar who hunts ancient relics.
12462,Clementius Gillease,Clementius Gillease is a stubborn inventor who is chased by powerful enemies.
12463,Sergio Paoli,Sergio Paoli is a brilliant scout who hides a dangerous secret.
12464,Dela Doni,Dela Doni is a quiet spy who hides a dangerous secret.
12465,Alisha Goulthorp,Alisha Goulthorp is a quiet alchemist who works as a double agent.
12466,Hannis Bradnam,Hannis Bradnam is a brilliant alchemist who hunts ancient relics.
12467,Kim Kubczak,Kim Kubczak is a wise captain who is chased by powerful enemies.
12468,Deb Devonport,Deb Devonport is a fearless scout who works as a double agent.
12469,Preston Strutz,Preston Strutz is a quiet warrior who researches forbidden magic.
12470,Neill Dedam,Neill Dedam is a idealistic commander who researches forbidden magic.
12471,Rubin Dedenham,Rubin Dedenham is a cold-blooded captain who hides a dangerous secret.
12472,Brett Pechan,Brett Pechan is a mysterious guardian who keeps breaking the rules.
12473,Pren Pregal,Pren Pregal is a quiet agent who is haunted by old memories.
12474,Allissa Maling,Allissa Maling is a pragmatic scout who hunts ancient relics.
12475,Hannis Sidery,Hannis Sidery is a cunning mage who protects a forgotten city.
12476,Brennan Riccardelli,Brennan Riccardelli is a fearless guardian who works as a double agent.
12477,Mari Nise,Mari Nise is a enigmatic scout who searches for a lost sibling.
12478,Connor Gisbey,Connor Gisbey is a quiet warrior who owes a debt to a powerful clan.
12479,Catharine Hort,Catharine Hort is a idealistic ranger who seeks redemption for past mistakes.
12480,Hadrian Hort,Hadrian Hort is a idealistic assassin who owes a debt to a powerful clan.
12481,Emily Nise,Emily Nise is a loyal inventor who owes a debt to a powerful clan.
12482,Mallorie Currum,Mallorie Currum is a quiet scholar who protects a forgotten city.
12483,Friederike Paoli,Friederike Paoli is a charismatic commander who leads a rebel group in the shadows.
12484,Nilson Froom,Nilson Froom is a ruthless strategist who searches for a lost sibling.
12485,Minetta Shippam,Minetta Shippam is a reckless ranger who is chased by powerful enemies.
12486,Louisette Brunelleschi,Louisette Brunelleschi is a loyal captain who owes a debt to a powerful clan.
12487,Bond Needs,Bond Needs is a cold-blooded hunter who protects a forgotten city.
12488,Angele Revitt,Angele Revitt is a idealistic scout who is haunted by old memories.
12489,Randal Maling,Randal Maling is a loyal hunter who searches for a lost sibling.
12490,Averil Kubczak,Averil Kubczak is a pragmatic scout who seeks redemption for past mistakes.
12491,Kim Getcliff,Kim Getcliff is a wise warrior who seeks redemption for past mistakes.
12492,Nicky Maling,Nicky Maling is a ruthless agent who works as a double agent.
12493,Lezlie Nelhams,Lezlie Nelhams is a charismatic hunter who tries to keep the team together.
12494,Jaclin Tippin,Jaclin Tippin is a wise scholar who seeks redemption for past mistakes.
12495,Alvy Doni,Alvy Doni is a quiet scholar who protects a forgotten city.
12496,Neill Wedgbrow,Neill Wedgbrow is a enigmatic mage who keeps breaking the rules.
12497,Dasya Fairrie,Dasya Fairrie is a pragmatic scout who keeps breaking the rules.
12498,Ringo Sheilds,Ringo Sheilds is a reckless strategist who is chased by powerful enemies.
12499,Starlene Kilgrove,Starlene Kilgrove is a mysterious healer who searches for a lost sibling.
12500,Alvy Sabie,Alvy Sabie is a cold-blooded strategist who researches forbidden magic.
12501,Hannis Charpling,Hannis Charpling is a brilliant warrior who tries to keep the team together.
12502,Pearla Perdue,Pearla Perdue is a fearless scholar who hides a dangerous secret.
12503,Georgine Maling,Georgine Maling is a enigmatic ranger who searches for a lost sibling.
12504,Sonnie Gooly,Sonnie Gooly is a loyal strategist who tries to keep the team together.
12505,Kaleb McBrearty,Kaleb McBrearty is a loyal healer who guards an ancient artifact.
12506,Sergio Leonida,Sergio Leonida is a brilliant alchemist who fights against corruption in the kingdom.
12507,Ave Quesne,Ave Quesne is a mysterious mage who guards an ancient artifact.
12508,Nathalia Spykings,Nathalia Spykings is a mysterious warrior who fights against corruption in the kingdom.
12509,Kaleb Delahunt,Kaleb Delahunt is a idealistic guardian who hides a dangerous secret.
12510,Chilton Wakely,Chilton Wakely is a cunning spy who seeks redemption for past mistakes.
12511,Aurelia Mewis,Aurelia Mewis is a wise commander who guards an ancient artifact.
12512,Eadie Lowrie,Eadie Lowrie is a enigmatic commander who fights against corruption in the kingdom.
12513,Bond Devonport,Bond Devonport is a fearless inventor who protects a forgotten city.
12514,Chrissy Sheilds,Chrissy Sheilds is a mysterious spy who is haunted by old memories.
12515,Bianka Nelhams,Bianka Nelhams is a cold-blooded captain who works as a double agent.
12516,Alexina Perdue,Alexina Perdue is a wise spy who researches forbidden magic.
12517,Harwilll Daynter,Harwilll Daynter is a cunning mage who searches for a lost sibling.
12518,Raymund Shreenan,Raymund Shreenan is a stubborn agent who seeks redemption for past mistakes.
12519,Catharine Sidery,Catharine Sidery is a loyal inventor who leads a rebel group in the shadows.
12520,Elmer Arthey,Elmer Arthey is a stubborn mage who works as a double agent.
12521,Adria Bramble,Adria Bramble is a mysterious alchemist who seeks redemption for past mistakes.
12522,Reiko Wedgbrow,Reiko Wedgbrow is a brilliant warrior who protects a forgotten city.
12523,Kala Revitt,Kala Revitt is a cold-blooded guardian who protects a forgotten city.
12524,Teriann Duham,Teriann Duham is a wise scout who leads a rebel group in the shadows.
12525,Minetta Deverson,Minetta Deverson is a wise scholar who seeks redemption for past mistakes.
12526,Ardella Leonida,Ardella Leonida is a idealistic ranger who leads a rebel group in the shadows.
12527,Kim Elkin,Kim Elkin is a fearless spy who guards an ancient artifact.
12528,Bond Getcliff,Bond Getcliff is a quiet assassin who researches forbidden magic.
12529,Dennet Kersaw,Dennet Kersaw is a brilliant healer who searches for a lost sibling.
12530,Sonnie Woolcocks,Sonnie Woolcocks is a brilliant inventor who searches for a lost sibling.
12531,Kim McBrearty,Kim McBrearty is a quiet alchemist who is chased by powerful enemies.
12532,Angele Sidery,Angele Sidery is a charismatic spy who protects a forgotten city.
12533,Ringo Woolcocks,Ringo Woolcocks is a reckless agent who searches for a lost sibling.
12534,Aurelia Kersaw,Aurelia Kersaw is a charismatic agent who hides a dangerous secret.
12535,Nilson Renzini,Nilson Renzini is a quiet agent who leads a rebel group in the shadows.
12536,Preston Sabie,Preston Sabie is a stubborn warrior who works as a double agent.
12537,Mallorie Simonds,Mallorie Simonds is a cunning commander who works as a double agent.
12538,Mari Ritchley,Mari Ritchley is a stubborn captain who works as a double agent.
12539,Kienan Sidery,Kienan Sidery is a charismatic mage who is chased by powerful enemies.
12540,Ermanno Froggatt,Ermanno Froggatt is a pragmatic inventor who keeps breaking the rules.
12541,Neill Froggatt,Neill Froggatt is a brilliant spy who seeks redemption for past mistakes.
12542,Preston Lea,Preston Lea is a cold-blooded alchemist who guards an ancient artifact.
12543,Kienan Quesne,Kienan Quesne is a wise inventor who seeks redemption for past mistakes.
12544,Duncan Mugridge,Duncan Mugridge is a quiet commander who owes a debt to a powerful clan.
12545,Johannes Fairrie,Johannes Fairrie is a mysterious alchemist who owes a debt to a powerful clan.
12546,Ringo Gleder,Ringo Gleder is a reckless ranger who hunts ancient relics.
12547,Carolina Nolton,Carolina Nolton is a charismatic ranger who protects a forgotten city.
12548,Domini Heaton,Domini Heaton is a ruthless hunter who protects a forgotten city.
12549,Catharine Duham,Catharine Duham is a idealistic scout who tries to keep the team together.
12550,Larissa Ritchley,Larissa Ritchley is a cold-blooded agent who searches for a lost sibling.
12551,Gisella Kleinerman,Gisella Kleinerman is a fearless alchemist who hunts ancient relics.
12552,Oralle Bramble,Oralle Bramble is a charismatic commander who tries to keep the team together.
12553,Kay Kubczak,Kay Kubczak is a stubborn captain who leads a rebel group in the shadows.
12554,Dela Kidby,Dela Kidby is a reckless mage who works as a double agent.
12555,Kally Sheilds,Kally Sheilds is a mysterious guardian who searches for a lost sibling.
12556,Donetta Warwick,Donetta Warwick is a wise guardian who works as a double agent.
12557,Amalle Brunelleschi,Amalle Brunelleschi is a idealistic assassin who searches for a lost sibling.
12558,Nert Warwick,Nert Warwick is a brilliant inventor who hides a dangerous secret.
12559,Larissa McBrearty,Larissa McBrearty is a quiet captain who owes a debt to a powerful clan.
12560,Maitilde Sabie,Maitilde Sabie is a ruthless warrior who hunts ancient relics.
12561,Larissa Paoli,Larissa Paoli is a enigmatic mage who leads a rebel group in the shadows.
12562,Teriann Dowsett,Teriann Dowsett is a mysterious mage who leads a rebel group in the shadows.
12563,Rora Nunson,Rora Nunson is a loyal ranger who tries to keep the team together.
12564,Cassian Maling,Cassian Maling is a brilliant spy who searches for a lost sibling.
12565,Ringo Dummett,Ringo Dummett is a charismatic commander who hunts ancient relics.
12566,Kirbie Van de Vlies,Kirbie Van de Vlies is a wise inventor who is chased by powerful enemies.
12567,Tristam Ollander,Tristam Ollander is a fearless strategist who works as a double agent.
12568,Norrie Bosdet,Norrie Bosdet is a reckless assassin who seeks redemption for past mistakes.
12569,Caryl Lemery,Caryl Lemery is a enigmatic spy who is chased by powerful enemies.
12570,Gisella Deverson,Gisella Deverson is a reckless ranger who hides a dangerous secret.
12571,Mariquilla Sheilds,Mariquilla Sheilds is a quiet warrior who researches forbidden magic.
12572,Elmer Jewers,Elmer Jewers is a quiet scout who fights against corruption in the kingdom.
12573,Felic Bramble,Felic Bramble is a fearless warrior who researches forbidden magic.
12574,Jaclin Fairrie,Jaclin Fairrie is a wise scout who works as a double agent.
12575,Clary Como,Clary Como is a charismatic scholar who leads a rebel group in the shadows.
12576,Merrie Blythe,Merrie Blythe is a cunning alchemist who fights against corruption in the kingdom.
12577,Astra Creelman,Astra Creelman is a idealistic scholar who keeps breaking the rules.
12578,Amalle Getcliff,Amalle Getcliff is a charismatic strategist who researches forbidden magic.
12579,Gwendolen Daynter,Gwendolen Daynter is a pragmatic ranger who protects a forgotten city.
12580,Ermanno Spykings,Ermanno Spykings is a reckless agent who seeks redemption for past mistakes.
12581,Minetta Downham,Minetta Downham is a brilliant strategist who seeks redemption for past mistakes.
12582,Nyssa Pregal,Nyssa Pregal is a fearless agent who protects a forgotten city.
12583,Kay Delahunt,Kay Delahunt is a charismatic alchemist who protects a forgotten city.
12584,Merrill Blythe,Merrill Blythe is a enigmatic scout who guards an ancient artifact.
12585,Aurel Kornilyev,Aurel Kornilyev is a cold-blooded strategist who owes a debt to a powerful clan.
12586,Chrissy Ollander,Chrissy Ollander is a enigmatic ranger who keeps breaking the rules.
12587,Bill Duham,Bill Duham is a fearless warrior who searches for a lost sibling.
12588,Harwilll Brunelleschi,Harwilll Brunelleschi is a wise strategist who tries to keep the team together.
12589,Terra Dumblton,Terra Dumblton is a cunning inventor who hunts ancient relics.
12590,Benedict Greatorex,Benedict Greatorex is a cold-blooded guardian who leads a rebel group in the shadows.
12591,Dela Vigne,Dela Vigne is a charismatic strategist who seeks redemption for past mistakes.
12592,Connor Hort,Connor Hort is a wise spy who tries to keep the team together.
12593,Connor Downham,Connor Downham is a brilliant alchemist who protects a forgotten city.
12594,Adria Treadger,Adria Treadger is a charismatic spy who tries to keep the team together.
12595,Nappie Jewers,Nappie Jewers is a enigmatic assassin who seeks redemption for past mistakes.
12596,Benedict Maryin,Benedict Maryin is a brilliant commander who guards an ancient artifact.
12597,Darcie Pregal,Darcie Pregal is a ruthless commander who owes a debt to a powerful clan.
12598,Gwendolen Haill,Gwendolen Haill is a reckless scholar who is chased by powerful enemies.
12599,Arvy Lowrie,Arvy Lowrie is a reckless ranger who is haunted by old memories.
12600,Harwilll Nelhams,Harwilll Nelhams is a pragmatic warrior who is chased by powerful enemies.
12601,Ringo Kersaw,Ringo Kersaw is a mysterious assassin who leads a rebel group in the shadows.
12602,Agatha Harcourt,Agatha Harcourt is a quiet commander who hides a dangerous secret.
12603,Dixie Como,Dixie Como is a idealistic hunter who tries to keep the team together.
12604,Nappie Pregal,Nappie Pregal is a loyal scholar who researches forbidden magic.
12605,Laverna Gaymer,Laverna Gaymer is a wise strategist who works as a double agent.
12606,Bond Treadger,Bond Treadger is a wise mage who hunts ancient relics.
12607,Minetta Haill,Minetta Haill is a cunning ranger who fights against corruption in the kingdom.
12608,Tanner Gaymer,Tanner Gaymer is a cold-blooded mage who is chased by powerful enemies.
12609,Darcie Van de Vlies,Darcie Van de Vlies is a brilliant inventor who works as a double agent.
12610,Bard Kleinerman,Bard Kleinerman is a pragmatic strategist who searches for a lost sibling.
12611,Gisella Nelhams,Gisella Nelhams is a idealistic captain who keeps breaking the rules.
12612,Car Devonport,Car Devonport is a mysterious warrior who hides a dangerous secret.
12613,Bond Kubczak,Bond Kubczak is a cold-blooded commander who owes a debt to a powerful clan.
12614,Louisette Ollander,Louisette Ollander is a brilliant captain who hides a dangerous secret.
12615,Arvy Johann,Arvy Johann is a ruthless mage who is haunted by old memories.
12616,Eadie Renzini,Eadie Renzini is a mysterious spy who keeps breaking the rules.
12617,Astra Como,Astra Como is a stubborn warrior who hunts ancient relics.
12618,Emily Gooly,Emily Gooly is a cunning mage who leads a rebel group in the shadows.
12619,Allissa Dowsett,Allissa Dowsett is a stubborn alchemist who fights against corruption in the kingdom.
12620,Jaclin Shippam,Jaclin Shippam is a brilliant mage who seeks redemption for past mistakes.
12621,Kienan Bradnam,Kienan Bradnam is a stubborn captain who fights against corruption in the kingdom.
12622,Randal Sidery,Randal Sidery is a enigmatic commander who protects a forgotten city.
12623,Chrissy Kleinerman,Chrissy Kleinerman is a enigmatic captain who is haunted by old memories.
12624,Jamima Currum,Jamima Currum is a fearless strategist who is haunted by old memories.
12625,Merrily Djordjevic,Merrily Djordjevic is a wise hunter who leads a rebel group in the shadows.
12626,Elmer Gleder,Elmer Gleder is a wise hunter who searches for a lost sibling.
12627,Rubin Sonnenschein,Rubin Sonnenschein is a cold-blooded ranger who seeks redemption for past mistakes.
12628,Car Mewis,Car Mewis is a quiet captain who searches for a lost sibling.
12629,Nat Gillease,Nat Gillease is a brilliant captain who seeks redemption for past mistakes.
12630,Adria Maryin,Adria Maryin is a enigmatic spy who researches forbidden magic.
12631,Preston Poulglais,Preston Poulglais is a idealistic assassin who researches forbidden magic.
12632,Bianka Deverson,Bianka Deverson is a ruthless hunter who guards an ancient artifact.
12633,Liam Fairrie,Liam Fairrie is a wise captain who guards an ancient artifact.
12634,Jasmine Gisbey,Jasmine Gisbey is a charismatic healer who guards an ancient artifact.
12635,Jessalin Dummett,Jessalin Dummett is a cunning mage who owes a debt to a powerful clan.
12636,Lisbeth Vigne,Lisbeth Vigne is a loyal hunter who guards an ancient artifact.
12637,Luisa Downham,Luisa Downham is a ruthless captain who tries to keep the team together.
12638,Cassian Kubczak,Cassian Kubczak is a wise healer who hides a dangerous secret.
12639,Zorian Jewers,Zorian Jewers is a idealistic mage who hides a dangerous secret.
12640,Elmer Keelan,Elmer Keelan is a cold-blooded commander who guards an ancient artifact.
12641,Maitilde Lowrie,Maitilde Lowrie is a cold-blooded inventor who protects a forgotten city.
12642,Starlene Twinning,Starlene Twinning is a charismatic warrior who is chased by powerful enemies.
12643,Larissa Kilgrove,Larissa Kilgrove is a fearless inventor who is chased by powerful enemies.
12644,Katharine Turfin,Katharine Turfin is a ruthless strategist who owes a debt to a powerful clan.
12645,Gus Flaxon,Gus Flaxon is a stubborn strategist who is haunted by old memories.
12646,Chilton Twinning,Chilton Twinning is a wise alchemist who seeks redemption for past mistakes.
12647,Raymund Arthey,Raymund Arthey is a pragmatic healer who searches for a lost sibling.
12648,Mallorie Pregal,Mallorie Pregal is a wise guardian who seeks redemption for past mistakes.
12649,Alexina McBrearty,Alexina McBrearty is a fearless mage who fights against corruption in the kingdom.
12650,Lezlie Flaxon,Lezlie Flaxon is a charismatic warrior who researches forbidden magic.
12651,Minetta Johann,Minetta Johann is a ruthless agent who works as a double agent.
12652,Oralle Woolcocks,Oralle Woolcocks is a loyal guardian who guards an ancient artifact.
12653,Fitz Gaymer,Fitz Gaymer is a fearless scholar who owes a debt to a powerful clan.
12654,Oralle Deverson,Oralle Deverson is a reckless warrior who researches forbidden magic.
12655,Hadrian Blake,Hadrian Blake is a loyal mage who keeps breaking the rules.
12656,Piggy McBrearty,Piggy McBrearty is a stubborn agent who fights against corruption in the kingdom.
12657,Alisha Ardy,Alisha Ardy is a fearless spy who keeps breaking the rules.
12658,Egan Lea,Egan Lea is a wise alchemist who protects a forgotten city.
12659,Nicky Yves,Nicky Yves is a reckless captain who is chased by powerful enemies.
12660,Helga Maling,Helga Maling is a quiet scholar who leads a rebel group in the shadows.
12661,Kay Woolcocks,Kay Woolcocks is a reckless warrior who works as a double agent.
12662,Agatha Froom,Agatha Froom is a wise strategist who is chased by powerful enemies.
12663,Duncan Needs,Duncan Needs is a pragmatic mage who guards an ancient artifact.
12664,Sergio Blakeney,Sergio Blakeney is a enigmatic agent who hunts ancient relics.
12665,Kriste Kither,Kriste Kither is a fearless scholar who works as a double agent.
12666,Allin Creelman,Allin Creelman is a fearless alchemist who hides a dangerous secret.
12667,Aurelia Tippin,Aurelia Tippin is a pragmatic alchemist who hunts ancient relics.
